域名	解析IP	开放端口	WEB服务器	网站状态
nvwa.tencent.com	10.120.106.230	-	端口未开放	端口未开放
pinglun.tencent.com	10.137.153.151	-	端口未开放	端口未开放
register.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
recruit.tencent.com	183.232.93.167	80,443	nginx/1.10.2	80:正常访问
saas.tencent.com	0.0.0.1	-	端口未开放	端口未开放
scrm.tencent.com	111.161.64.31,111.161.64.30	80,443	nginx	80:正常访问
sign2.tencent.com	120.198.199.152	80,443	获取失败	80:-
siyuan.tencent.com	0.0.0.1	-	端口未开放	端口未开放
rtx.oa.tencent.com	14.17.35.166	-	端口未开放	端口未开放
tj.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
spf.mail.tencent.com	10.231.128.78,163.177.67.195,163.177.67.149,183.57.53.109,123.151.155.118,123.151.155.119	-	端口未开放	端口未开放
tousu.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
sz2.tencent.com	14.116.136.233,14.116.137.254,14.116.137.15,14.116.137.23,183.3.227.63,14.116.136.239,14.116.136.241,14.116.136.248,14.116.136.254,14.116.136.106,58.60.10.113,58.60.10.25,59.36.119.44,59.36.119.51,59.36.119.55,59.36.119.92	-	端口未开放	端口未开放
sz3.tencent.com	220.249.244.251,163.177.87.204,220.249.246.124,220.249.246.123,220.249.245.156,220.249.245.141,220.249.245.140,220.249.245.139,220.249.244.252,163.177.87.198,220.249.244.190,220.249.244.253,220.249.245.87,220.249.245.36,163.177.87.201,163.177.87.199	-	端口未开放	端口未开放
usercenter.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
tm2.tencent.com	59.36.119.89,59.36.119.91,59.36.119.92,183.3.227.63,14.116.137.254,14.116.137.15,14.116.137.23,14.116.136.233,14.116.136.239,14.116.136.241,14.116.136.248,14.116.136.254,14.116.136.106,58.60.10.113,59.36.119.81,59.36.119.85	-	端口未开放	端口未开放
wiki.dev.tencent.com	115.159.21.113	80,443	获取失败	80:-
wuhan.tencent.com	0.0.0.1	-	端口未开放	端口未开放
xiaowei.tencent.com	163.177.71.181	80,443	openresty	80:正常访问
yiliao.tencent.com	0.0.0.1	-	端口未开放	端口未开放
yingxiao.tencent.com	0.0.0.1	-	端口未开放	端口未开放
zhishu.tencent.com	163.177.71.198	80,443	nginx/1.5.7	80:正常访问
ce.tencent.com	0.0.0.1	-	端口未开放	端口未开放
fd.tencent.com	0.0.0.1	-	端口未开放	端口未开放
hc.tencent.com	0.0.0.1	-	端口未开放	端口未开放
ev.tencent.com	58.250.136.60	80,443	stgw/1.3.6.2_1.13.5	80:(403) 已禁止
vr.tencent.com	0.0.0.1	-	端口未开放	端口未开放
sp.tencent.com	14.17.34.113	80,443	Apache/2.4.3 (Unix) PHP/5.4.6 OpenSSL/1.0.0g	80:正常访问
yx.tencent.com	0.0.0.1	-	端口未开放	端口未开放
xt.tencent.com	59.37.96.241	80,443	nginx	80:(403) 已禁止
rg.tencent.com	111.230.163.250	80,443	openresty	80:正常访问
zs.tencent.com	163.177.71.198	80,443	nginx/1.5.7	80:正常访问
ace.tencent.com	0.0.0.1	-	端口未开放	端口未开放
yw.tencent.com	0.0.0.1	-	端口未开放	端口未开放
adn.tencent.com	0.0.0.1	-	端口未开放	端口未开放
ep.tencent.com	139.199.17.194	80	nginx/1.10.2	80:(403) 已禁止
aoc.tencent.com	0.0.0.1	-	端口未开放	端口未开放
apm.tencent.com	0.0.0.1	-	端口未开放	端口未开放
ti.tencent.com	103.7.28.53	80,443	nginx/1.8.0	80:(404) 未找到
ark.tencent.com	0.0.0.1	-	端口未开放	端口未开放
bot.tencent.com	0.0.0.1	-	端口未开放	端口未开放
wb.tencent.com	10.6.221.167	-	端口未开放	端口未开放
oz.tencent.com	112.90.77.139	80,443	获取失败	80:-
ddc.tencent.com	0.0.0.1	-	端口未开放	端口未开放
dcm.tencent.com	0.0.0.1	-	端口未开放	端口未开放
dmp.tencent.com	0.0.0.1	-	端口未开放	端口未开放
dts.tencent.com	0.0.0.1	-	端口未开放	端口未开放
coc.tencent.com	111.231.247.189	80	nginx/1.6.3	80:正常访问
eid.tencent.com	14.215.138.18,183.3.226.47	80,443	获取失败	80:-
eim.tencent.com	0.0.0.1	-	端口未开放	端口未开放
csj.tencent.com	172.23.20.33	-	端口未开放	端口未开放
csa.tencent.com	172.23.20.33	-	端口未开放	端口未开放
fsq.tencent.com	0.0.0.1	-	端口未开放	端口未开放
gfm.tencent.com	0.0.0.1	-	端口未开放	端口未开放
grd.tencent.com	0.0.0.1	-	端口未开放	端口未开放
hez.tencent.com	59.37.96.241	80,443	nginx	80:(403) 已禁止
iac.tencent.com	0.0.0.1	-	端口未开放	端口未开放
imm.tencent.com	183.3.226.51	80,443	获取失败	80:-
iov.tencent.com	0.0.0.1	-	端口未开放	端口未开放
iot.tencent.com	0.0.0.1	-	端口未开放	端口未开放
ioa.tencent.com	183.36.108.243	80,443	获取失败	80:-
idc.tencent.com	14.17.42.119	80	nginx/1.12.2	80:正常访问
ihr.tencent.com	120.198.201.105	80	nginx/1.6.1	80:(404) 未找到
mct.tencent.com	120.198.199.152	80,443	获取失败	80:-
mkt.tencent.com	0.0.0.1	-	端口未开放	端口未开放
mlf.tencent.com	0.0.0.1	-	端口未开放	端口未开放
mcn.tencent.com	140.207.62.34,223.166.150.154	80,443	nginx	80:正常访问
moa.tencent.com	120.198.199.152	80,443	nginx	80:(500) 内部服务器错误
mtp.tencent.com	112.90.77.205	80,443	nginx/1.10.3	80:正常访问
nlp.tencent.com	0.0.0.1	-	端口未开放	端口未开放
mri.tencent.com	134.175.253.238	443	nginx	443:正常访问
ocr.tencent.com	0.0.0.1	-	端口未开放	端口未开放
pms.tencent.com	183.232.91.102,183.232.96.114	80,443	nginx	80:正常访问
lpc.tencent.com	180.163.26.39	80	获取失败	80:-
rdm.tencent.com	183.232.96.114,183.232.91.102	80,443	nginx	80:(500) 内部服务器错误
scm.tencent.com	0.0.0.1	-	端口未开放	端口未开放
sdc.tencent.com	193.112.227.136	80,443	openresty	80:(404) 未找到
spd.tencent.com	14.17.34.113	80,443	Apache/2.4.3 (Unix) PHP/5.4.6 OpenSSL/1.0.0g	80:正常访问
ssp.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tav.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tbi.tencent.com	183.232.91.102,183.232.96.114	80,443	nginx	80:正常访问
tds.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tdl.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tfc.tencent.com	125.39.83.115	80,443	tws	80:正常访问
tdw.tencent.com	125.39.83.117	80,443	Apache	80:正常访问
tsa.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tqq.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tts.tencent.com	0.0.0.1	-	端口未开放	端口未开放
scp.tencent.com	121.51.130.222	-	端口未开放	端口未开放
tdc.tencent.com	10.1.148.138	-	端口未开放	端口未开放
vod.tencent.com	0.0.0.1	-	端口未开放	端口未开放
wdc.tencent.com	0.0.0.1	-	端口未开放	端口未开放
wxg.tencent.com	0.0.0.1	-	端口未开放	端口未开放
xti.tencent.com	0.0.0.1	-	端口未开放	端口未开放
